,Unnamed: 0,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178
10,104,1.0,성환터미널,2.0,삼풍아파트,3.0,중앙아파트,4.0,천안배원예농협,5.0,성환부영아파트,6.0,직산부영아파트,7.0,직산청호아파트,8.0,포스코SPS,9.0,성월사입구,10.0,군서1리,11.0,군동2리,12.0,군서2리,13.0,남산리(대덕가스),14.0,충남테크노파크,15.0,한도아파트,16.0,서북구청,17.0,직산읍행정복지센터,18.0,직산사거리,19.0,직산역,20.0,직산역입구,21.0,신당동,22.0,업성동입구,23.0,서북경찰서,24.0,번영로공구상가,25.0,2공단입구,26.0,번영로가구타운,27.0,백석이수아파트입구,28.0,백석아이파크2차아파트,29.0,백석11단지,30.0,천안시청,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,105,1.0,천안시청,2.0,백석11단지,3.0,백석아이파크2차아파트,4.0,백석이수아파트입구,5.0,산업단지공단입구,6.0,번영로가구타운,7.0,2공단입구,8.0,서북경찰서,9.0,원네스아파트,10.0,업성고교,11.0,업성초교,12.0,서북경찰서,13.0,업성초등학교,14.0,신당동,15.0,직산역입구,16.0,직산역,17.0,직산역,18.0,직산읍행정복지센터,19.0,서북구청,20.0,직산한도아파트,21.0,직산메르디앙아파트,22.0,충남테크노파크,23.0,충남테크노파크 번영관,24.0,남산리 대덕가스,25.0,군서2리,26.0,군서1리,27.0,성월사입구,28.0,포스코SPS,29.0,직산청호아파트,30.0,직산부영아파트,31.0,성환부영아파트,32.0,천안배원예농협,33.0,삼풍아파트,34.0,골드아파트,35.0,성환역,36.0,성신초등학교,37.0,성환10리,38.0,성환4리,39.0,성환리(성환터미널),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,1.0,두정우남아파트,2.0,주공8단지아파트,3.0,두정역,4.0,두정역입구,5.0,이안아파트 코아루아파트,6.0,역말오거리,7.0,힐스테이트,8.0,북일고북일여고,9.0,단국대 삼거리,10.0,단국대학교,11.0,단국대입구,12.0,단국대 삼거리,13.0,옹골부락,14.0,도솔광장,15.0,대림한숲아파트,16.0,종합터미널,17.0,방죽안오거리,18.0,복자여자중고등학교,19.0,삼도상가,20.0,천안역 동부광장,21.0,온양나드리,22.0,남산중앙시장,23.0,남산축협,24.0,남부오거리,25.0,선영새마을금고,26.0,일봉동주민센터,27.0,농협 봉명동지점,28.0,순천향병원,29.0,천고사거리,30.0,공작아파트 입구,31.0,천안역 서부광장,32.0,성정사거리,33.0,성정초등학교,34.0,성정1동행정복지센터,35.0,"성정2동행정복지센터,건강생활지원센터",36.0,천안서초등학교,37.0,광제산부인과,38.0,성정동롯데마트,39.0,두정 하이마트,40.0,늘푸른극동아파트,41.0,천안우체국,42.0,두정고등학교,43.0,두정한성아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,1.0,두정우성아파트,2.0,천안고용노동지청,3.0,늘푸른극동아파트,4.0,6단지후문,5.0,롯데마트,6.0,광제산부인과,7.0,천안서초등학교,8.0,"성정2동행정복지센터,건강생활지원센터",9.0,가구웨딩특화거리,10.0,성정1동행정복지센터,11.0,성정초등학교,12.0,성정사거리,13.0,천안역 서부광장,14.0,공작아파트 입구,15.0,봉명동행정복지센터,16.0,순천향병원,17.0,농협 봉명동지점,18.0,일봉동행정복지센터,19.0,선영새마을금고,20.0,남산축협,21.0,중앙시장,22.0,오룡우체국,23.0,동남구청,24.0,천안역,25.0,삼도상가,26.0,복자여자중고등학교,27.0,방죽안오거리,28.0,종합터미널,29.0,대림한숲아파트,30.0,옹골부락,31.0,단국대 삼거리,32.0,단국대학교,33.0,단국대입구,34.0,단국대 삼거리,35.0,북일고북일여고,36.0,단대로,37.0,역말오거리,38.0,이안아파트 코아루아파트,39.0,두정역푸르지오,40.0,두정역,41.0,한성3차아파트,42.0,두정우남아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,110,1.0,신부경남아파트,2.0,천안중학교,3.0,교보생명,4.0,교보사거리,5.0,원성극동아파트,6.0,천안여중입구,7.0,우성VIP 아파트,8.0,농협원성점,9.0,청과시장,10.0,버들육거리,11.0,동남구보건소,12.0,천안역,13.0,삼도상가,14.0,복자여자중고등학교,15.0,방죽안오거리,16.0,신부청광아파트,17.0,동아태조아파트,18.0,역말오거리,19.0,이안아파트 코아루아파트,20.0,두정역입구,21.0,두정역마을,22.0,부성1동행정복지센터,23.0,공주대공과대학,24.0,천안상업고등학교,25.0,"메가마트, 농수산물도매시장",26.0,신당동,27.0,직산역입구,28.0,직산사거리,29.0,직산농협산지유통센터,30.0,거리막,31.0,직산부영아파트,32.0,성환부영아파트,33.0,천안배원예농협,34.0,삼풍아파트,35.0,삼풍아파트,36.0,성환리(성환터미널),37.0,성환4리,38.0,성환10리,39.0,성신초등학교,40.0,성환역,41.0,골드아파트,42.0,중앙아파트,43.0,천안배원예농협,44.0,성환문화회관,45.0,남서울대학교,46.0,남서울대학교 주차장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,110,1.0,남서울대학교 주차장,2.0,남서울대학교,3.0,성환문화회관,4.0,천안배원예농협,5.0,삼풍아파트,6.0,골드아파트,7.0,성환역,8.0,성신초등학교,9.0,성환10리,10.0,성환4리,11.0,성환터미널,12.0,삼풍아파트,13.0,중앙아파트,14.0,천안배원예농협,15.0,성환부영아파트,16.0,직산부영아파트,17.0,삼은6리,18.0,직산사거리,19.0,직산역입구,20.0,신당동,21.0,농산물도매시장,22.0,천안상업고등학교(e편한세상천안부성아파트),23.0,공주대공과대학,24.0,부성1동행정복지센터,25.0,두정역마을,26.0,두정역 푸르지오,27.0,두정역입구,28.0,이안아파트 코아루아파트,29.0,역말오거리,30.0,신부우방아파트,31.0,신부청광아파트,32.0,방죽안오거리,33.0,복자여자중고등학교,34.0,삼도상가,35.0,천안역,36.0,동남구보건소,37.0,버들육거리,38.0,청과시장,39.0,농협원성점,40.0,우성VIP 아파트,41.0,천안여중입구,42.0,원성극동아파트,43.0,교보사거리,44.0,교보생명,45.0,중앙고등학교,46.0,신부경남아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,112,1.0,군동2리,2.0,군서2리,3.0,남산리(대덕가스),4.0,충남테크노파크,5.0,직산메르디앙아파트,6.0,한도아파트,7.0,서북구청,8.0,직산읍행정복지센터,9.0,직산사거리,10.0,직산역입구,11.0,신당동,12.0,농산물도매시장,13.0,천안상업고등학교(e편한세상천안부성아파트),14.0,공주대공과대학,15.0,부성1동행정복지센터,16.0,두정역마을,17.0,두정역 푸르지오,18.0,두정역입구,19.0,이안아파트 코아루아파트,20.0,역말오거리,21.0,신부우방아파트,22.0,신부청광아파트,23.0,종합터미널,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,112,1.0,고속터미널,2.0,신부청광아파트,3.0,동아태조아파트,4.0,역말오거리,5.0,이안아파트 코아루아파트,6.0,두정역입구,7.0,두정역마을,8.0,부성1동행정복지센터,9.0,공주대공과대학,10.0,천안상업고등학교,11.0,"메가마트, 농수산물도매시장",12.0,신당동,13.0,직산역입구,14.0,직산읍행정복지센터,15.0,서북구청,16.0,직산한도아파트,17.0,직산메르디앙아파트,18.0,충남테크노파크,19.0,충남테크노파크 번영관,20.0,남산리 대덕가스,21.0,군서2리,22.0,군동2리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,113,1.0,고속터미널,2.0,신부청광아파트,3.0,동아태조아파트,4.0,역말오거리,5.0,이안아파트 코아루아파트,6.0,두정역입구,7.0,부성1동행정복지센터,8.0,공주대공과대학,9.0,천안상업고등학교,10.0,"메가마트, 농수산물도매시장",11.0,신당동,12.0,직산역입구,13.0,신월1리,14.0,신월저수지,15.0,소우리 크레아타운,16.0,소우리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,113,1.0,소우리,2.0,소우리 크레아타운,3.0,신월저수지,4.0,신월1리,5.0,신당동,6.0,농산물도매시장,7.0,천안상업고등학교(e편한세상천안부성아파트),8.0,공주대공과대학,9.0,부성1동행정복지센터,10.0,두정역마을,11.0,두정역 푸르지오,12.0,두정역입구,13.0,이안아파트 코아루아파트,14.0,역말오거리,15.0,신부우방아파트,16.0,신부청광아파트,17.0,종합터미널,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
